name,rating,numberofbik,WatchthisMonth,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,chef restaurant,sitting outside,smoke area,sea food,coffe shop,delivery,burger shop,online order,Converted_Kosher,Price_Convert
373,8.6,1482,333,0,0,0,0,0,0,0,0,1,0,0,0,1,1
374,7.9,832,305,0,1,0,0,0,0,0,0,1,1,0,1,1,1
375,8.3,2561,466,1,0,0,0,0,1,1,0,0,1,0,1,0,1
376,8.9,275,370,0,0,1,0,0,0,0,0,0,1,0,1,1,0
377,7.5,774,258,0,0,1,0,0,0,0,0,0,1,1,1,1,1
379,8.4,1157,573,0,0,1,0,0,1,0,0,0,1,1,1,1,0
380,8.1,493,463,1,0,0,0,0,0,0,0,0,1,0,1,1,1
381,8.3,946,368,0,0,1,0,0,1,0,0,0,1,0,0,1,1
382,8.1,33,223,0,1,0,0,0,1,0,0,0,1,0,0,1,1
383,7.6,1308,489,0,1,0,0,0,1,1,0,1,0,0,0,1,1
385,8.2,1012,267,1,0,0,0,0,0,0,0,0,1,0,1,1,1
386,8.1,2671,396,0,0,1,0,0,1,1,0,0,1,1,1,0,1
388,8.9,205,552,0,1,0,0,0,0,0,0,1,0,0,0,1,1
389,8.6,1471,1002,1,0,0,0,0,0,0,0,0,1,0,1,1,1
390,7.5,44,373,0,1,0,0,0,1,1,0,1,1,0,0,1,1
391,7.6,809,228,1,0,1,0,0,0,0,0,0,1,0,1,1,1
392,7.7,734,663,1,0,0,0,0,1,0,0,0,1,0,1,1,1
393,8.6,24,281,0,1,0,0,0,0,0,0,0,1,0,1,0,1
394,8.4,1400,341,0,1,1,0,0,1,1,0,0,0,0,1,0,1
395,7.5,619,299,1,0,0,0,0,1,0,0,0,1,0,0,1,1
396,9.0,1653,700,0,0,1,0,0,0,1,0,0,0,0,1,1,1
399,8.6,105,276,1,0,1,0,0,0,0,0,0,0,0,0,0,1
400,8.2,399,473,0,0,1,0,0,0,0,0,0,1,1,1,1,1
401,7.8,1982,198,0,0,0,0,0,1,1,0,1,1,0,1,0,1
402,7.4,68,224,0,1,0,0,0,1,0,0,1,0,0,0,1,1
404,8.1,182,109,0,0,1,0,0,0,0,0,0,1,1,1,0,1
407,8.5,367,333,1,0,0,0,0,1,0,0,0,1,0,1,1,1
408,7.9,118,590,0,1,0,0,0,1,1,0,1,1,0,0,1,1
409,7.9,118,590,0,1,0,0,0,1,1,0,1,1,0,0,1,1
410,8.2,482,508,0,0,1,0,0,0,0,0,0,1,1,1,1,1
412,8.4,193,243,0,0,1,0,0,1,1,0,0,1,0,0,0,1
413,8.5,270,103,0,0,1,0,0,0,0,0,0,0,0,0,0,1
414,8.7,2133,607,0,1,0,0,0,1,1,0,1,1,0,1,1,0
415,7.6,399,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
416,7.6,507,59,0,0,1,0,0,0,0,0,1,1,0,0,0,1
417,8.6,1902,1201,0,0,1,0,0,1,1,0,0,1,0,0,1,1
419,8.3,240,621,0,1,0,0,0,1,1,0,0,1,0,0,1,0
420,7.5,762,615,0,0,1,0,0,1,0,0,0,1,1,1,1,1
421,7.6,2012,73,0,0,0,0,0,0,0,0,1,0,0,1,1,1
423,8.6,300,325,0,1,0,0,0,1,0,0,0,1,0,0,1,0
424,8.6,249,507,0,1,0,0,0,1,0,0,0,1,0,1,1,0
425,8.4,72,243,0,1,0,0,0,0,0,0,1,1,0,0,0,1
427,8.2,74,152,0,0,0,0,0,1,0,0,1,1,0,0,1,1
428,7.8,43,171,0,0,1,0,0,0,0,0,0,0,0,0,1,1
429,8.5,38,627,0,0,0,0,0,1,0,0,1,1,1,0,0,1
430,8.2,476,574,0,0,1,0,0,1,1,0,0,1,0,1,1,0
431,8.0,197,1077,1,0,0,0,0,1,1,0,0,1,0,1,1,1
432,8.1,3943,437,0,1,0,0,0,1,1,0,0,1,0,1,0,1
433,8.1,98,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1
435,8.0,27,36,0,0,0,0,0,1,1,0,1,1,0,1,1,1
436,9.0,3389,1558,0,1,0,0,0,1,0,0,1,1,0,1,0,1
438,8.7,132,1060,0,1,0,0,0,1,0,0,1,1,0,1,1,1
440,8.4,1494,585,0,1,0,0,0,1,1,0,1,1,0,1,1,1
441,8.0,18,234,1,0,0,0,0,1,1,0,0,1,0,0,0,1
442,8.5,53,110,0,0,1,0,0,1,1,0,0,0,0,0,1,0
444,8.6,1874,337,0,1,0,0,0,1,1,0,1,0,0,0,1,1
445,7.5,116,404,1,0,0,0,0,0,0,0,0,1,0,1,1,1
447,8.1,1966,392,0,0,0,0,0,1,1,0,1,1,0,1,0,1
448,8.4,383,719,0,0,1,0,0,0,0,0,0,1,0,0,1,1
449,8.1,2997,1081,0,0,1,0,0,0,0,0,0,1,0,1,0,1
450,8.2,1274,432,0,1,0,0,0,0,0,0,0,1,0,1,0,2
451,7.1,79,211,0,0,1,0,0,0,0,0,0,1,0,1,0,1
453,8.4,753,321,0,0,0,0,0,0,1,0,1,0,0,0,1,1
454,8.4,187,160,0,1,0,0,0,1,0,0,0,1,0,1,1,0
455,8.5,1227,1042,0,1,0,0,0,1,1,0,0,1,0,1,1,0
457,8.9,1542,947,0,0,1,0,0,1,1,0,0,1,0,1,1,1
458,7.9,1255,426,0,1,0,0,0,1,1,0,0,1,0,1,1,1
459,8.5,2547,1079,0,0,0,0,0,1,1,0,1,0,0,0,0,1
460,8.9,406,412,0,1,0,0,0,1,1,0,1,1,0,1,1,1
461,8.9,3247,948,0,1,0,0,0,1,1,0,0,1,0,1,0,1
462,9.0,1623,1662,0,0,1,0,0,1,1,0,0,1,0,1,1,1
463,7.5,887,83,1,0,0,0,0,0,0,0,1,0,0,0,0,1
464,8.5,12,235,0,0,1,0,0,1,1,0,0,1,0,0,1,1
466,7.3,261,372,0,0,0,0,0,0,0,0,1,1,0,1,0,1
469,8.4,1542,580,0,0,0,0,0,1,1,0,1,1,0,1,0,1
470,8.8,1155,444,0,0,1,0,0,1,0,0,0,0,0,0,0,0
471,8.3,1442,479,0,0,0,0,0,1,1,0,1,1,0,0,0,1
472,8.3,758,330,1,0,0,0,0,1,0,0,0,1,0,1,0,0
473,7.7,2186,272,1,0,0,0,0,0,0,0,0,1,0,1,1,1
474,7.9,116,127,0,0,1,0,0,1,1,0,0,1,0,0,1,1
475,7.8,16,168,0,0,0,0,0,0,0,0,1,1,0,1,0,1
477,8.2,562,548,0,0,1,0,0,0,1,0,0,1,1,1,0,1
478,8.9,3968,1307,0,1,0,0,0,1,1,0,0,1,0,1,0,1
479,8.4,22,179,0,0,0,0,0,1,0,0,1,0,0,0,0,1
480,8.4,290,265,0,0,1,0,0,0,0,0,0,0,0,0,0,1
481,9.1,1177,214,0,0,0,0,0,1,0,0,1,0,0,0,0,0
482,7.9,689,228,0,0,0,0,0,1,1,0,1,0,0,0,0,1
483,7.7,103,304,0,1,0,0,0,0,0,0,0,0,0,1,0,1
484,8.8,6949,1001,0,0,1,0,0,0,0,0,0,0,0,0,0,1
485,8.1,218,1428,0,1,0,0,0,1,1,0,1,1,0,1,0,1
486,6.9,425,77,1,0,0,0,0,0,0,0,0,1,0,1,1,1
487,8.1,699,301,0,1,0,0,0,1,0,0,1,1,0,0,1,1
488,8.1,2414,494,0,0,1,0,0,1,1,0,0,1,1,1,1,1
489,7.4,13,92,0,0,1,0,0,0,0,0,0,0,0,1,0,1
490,6.8,14,287,0,0,0,0,0,1,0,0,1,0,0,0,0,1
491,7.8,442,227,0,0,1,0,0,0,0,0,0,0,0,0,0,1
492,8.7,393,317,1,1,0,0,0,1,0,0,0,1,0,0,0,1
493,8.5,37,1315,0,0,1,0,0,0,0,0,0,1,0,1,1,1
494,8.5,1485,797,1,0,1,0,0,1,0,0,0,1,0,1,1,1
495,7.8,208,205,0,1,0,0,0,0,1,0,1,1,0,0,1,0
496,8.7,2370,450,0,0,1,0,0,1,1,0,0,1,0,0,1,1
497,8.8,143,486,0,1,0,0,0,1,1,0,0,0,0,0,0,1
498,7.9,672,575,1,0,0,0,0,0,0,0,0,1,0,1,1,1
499,7.8,1211,454,0,1,0,0,0,1,1,0,1,1,0,0,1,1
501,8.4,3931,479,0,0,1,0,0,1,1,0,0,0,0,1,0,1
502,8.7,1413,207,0,0,1,0,0,0,0,0,0,0,0,1,0,1
503,7.5,676,218,1,0,0,0,0,1,1,0,0,1,0,1,0,1
505,8.1,1775,188,0,0,1,0,0,1,1,0,0,1,1,1,0,1
506,7.5,115,397,0,1,0,0,0,0,0,0,0,1,0,1,1,1
508,8.8,3803,779,0,1,0,0,0,1,1,0,0,1,0,1,0,1
509,8.8,1710,758,0,0,0,0,0,1,1,0,1,1,0,1,0,1
510,8.7,3897,464,1,0,0,0,0,1,1,0,0,1,0,1,0,1
511,8.7,197,449,0,1,0,0,0,0,0,0,0,1,0,1,1,0
514,8.5,470,194,0,0,1,0,0,1,0,0,0,0,0,0,1,1
515,8.5,4655,675,0,1,0,0,0,1,0,0,0,1,0,1,0,1
516,8.2,18,1505,1,0,1,0,0,1,1,0,0,1,0,0,1,1
517,7.8,1270,422,0,0,0,0,0,1,1,0,1,0,0,0,0,1
518,8.5,212,664,0,1,0,0,0,1,1,0,0,1,0,1,1,2
519,8.1,1300,197,0,0,0,0,0,1,0,0,1,1,0,0,1,1
520,8.3,1909,114,0,0,1,0,0,1,0,0,0,1,0,1,1,1
523,8.5,19,292,0,0,1,0,0,1,1,0,0,0,0,0,1,1
524,8.8,604,253,0,0,1,0,0,1,1,0,0,1,0,1,0,1
525,9.0,452,851,0,0,1,0,0,1,1,0,0,1,1,0,1,1
526,8.7,1226,279,0,1,0,0,0,0,0,0,1,0,0,0,1,1
527,8.0,3255,630,1,0,0,0,0,1,1,0,0,1,0,1,0,1
528,8.7,3927,764,1,0,0,0,0,1,1,0,1,0,0,1,0,1
529,7.3,429,108,0,1,0,0,0,1,0,0,1,1,0,1,1,1
530,7.1,151,166,1,0,0,0,0,1,0,0,0,1,0,0,1,1
533,9.0,2812,829,0,0,1,0,0,1,0,0,0,1,1,1,0,1
534,8.7,185,481,0,0,1,0,0,0,0,0,0,1,1,0,1,1
536,7.9,2380,325,1,0,1,0,0,1,0,0,0,1,0,1,1,1
537,7.4,2519,465,0,0,0,0,0,1,1,0,1,1,0,1,0,1
538,9.0,2069,1673,0,1,0,0,0,1,0,0,1,1,0,1,1,1
539,8.1,692,140,0,0,1,0,0,1,0,0,0,1,1,1,0,1
541,8.4,4662,1243,0,0,1,0,0,1,0,0,0,1,1,1,0,1
542,8.4,5163,497,1,0,0,0,0,0,0,0,0,1,0,1,0,1
545,8.5,517,188,0,0,0,0,0,0,0,0,1,0,0,0,0,1
546,7.5,769,173,0,1,0,0,0,0,0,0,0,1,0,1,1,1
547,6.8,428,185,1,0,0,0,0,0,0,0,0,1,0,1,1,1
549,8.3,269,75,0,0,1,0,0,0,0,0,1,1,0,0,0,1
550,8.2,173,243,0,0,0,0,0,1,0,0,1,1,0,0,1,1
551,7.8,2083,144,0,0,1,0,0,1,0,0,0,0,0,0,1,1
552,7.6,41,698,1,0,0,0,0,0,0,0,0,1,0,1,0,1
553,8.9,525,901,0,1,0,0,0,1,1,0,0,1,1,0,0,1
554,8.5,474,473,1,0,1,0,0,0,0,0,0,1,0,1,1,1
555,8.0,1192,698,0,1,0,0,0,0,0,0,0,1,0,1,0,1
556,8.7,5369,1374,0,0,0,0,0,1,1,0,1,0,0,1,0,1
557,8.2,218,147,0,1,0,0,0,1,1,0,0,1,0,0,1,0
558,8.4,163,131,0,0,0,0,0,0,0,0,1,1,0,1,1,1
560,8.4,78,147,0,0,1,0,0,1,1,0,0,1,1,1,1,1
561,8.7,234,592,0,0,1,0,0,0,0,0,0,0,0,0,1,1
562,8.6,5728,1671,0,1,0,0,0,0,0,0,0,1,0,1,0,1
564,8.1,197,325,0,0,1,0,0,1,0,0,0,0,0,0,1,1
565,7.2,1369,127,0,0,1,0,0,1,1,0,0,1,0,1,1,2
566,8.3,722,228,1,0,0,0,0,0,0,0,0,1,0,1,0,1
568,8.0,171,345,1,0,0,0,0,0,0,0,0,1,0,1,0,1
569,8.7,614,291,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570,8.9,442,314,0,1,0,0,0,0,0,0,0,0,0,0,1,0
572,7.5,62,837,1,0,0,0,0,0,1,0,0,1,0,1,1,1
573,8.3,183,193,0,1,0,0,0,1,1,0,0,0,0,0,1,1
574,8.4,20,881,0,0,1,0,0,0,0,0,0,0,0,0,0,1
575,8.5,991,419,1,0,0,0,0,0,0,0,0,1,0,1,0,1
576,8.5,294,189,0,0,1,0,0,0,0,0,0,0,0,0,1,1
577,9.3,1087,791,0,0,0,0,0,0,1,0,1,1,0,0,0,1
578,7.4,69,413,1,1,0,0,0,0,0,0,0,1,0,1,1,1
580,8.4,132,588,0,1,0,0,0,1,0,0,0,1,0,0,1,0
581,8.1,5289,857,0,0,1,0,0,1,1,0,0,1,1,1,1,1
583,8.5,6562,1317,0,0,0,0,0,1,1,0,1,1,0,1,0,1
584,8.3,32,1006,0,0,1,0,0,0,0,0,0,0,0,0,1,1
585,8.1,102,164,0,0,1,0,0,0,0,0,0,0,0,0,1,1
586,8.5,1924,1139,0,0,1,0,0,1,1,0,0,1,1,1,1,1
587,9.0,2555,862,1,0,0,0,0,1,1,0,0,1,0,0,0,0
588,8.2,1370,713,1,0,0,0,0,1,1,0,0,1,0,0,0,1
589,9.0,879,1829,0,1,0,0,0,1,1,0,1,1,0,1,1,1
590,8.3,1415,871,0,0,1,0,0,1,1,0,0,0,0,1,1,1
591,8.7,779,690,0,0,1,0,0,0,0,0,0,0,0,0,0,0
592,7.5,495,635,0,0,1,0,0,1,1,0,0,1,0,1,1,1
594,8.1,37,439,0,1,0,0,0,1,0,0,1,0,0,0,1,1
595,8.1,4395,62,0,0,0,0,0,1,0,0,1,0,0,0,1,1
597,8.5,5080,560,0,0,0,0,0,1,1,0,1,1,0,1,0,1
598,8.9,294,746,0,1,0,0,0,1,1,0,0,1,0,0,1,1
601,8.6,628,525,0,0,1,0,0,1,0,0,0,1,1,0,0,1
602,8.5,948,911,0,1,0,0,0,1,1,0,0,1,0,1,1,0
603,7.8,698,547,1,1,1,0,0,1,1,0,0,1,0,1,1,1
606,9.0,5407,1649,0,0,1,0,0,0,1,0,0,0,1,1,0,1
607,8.3,1895,1206,1,1,0,0,0,1,1,0,0,1,0,1,1,1
608,8.1,1488,627,1,0,0,0,0,1,1,0,0,1,0,1,0,1
609,8.6,1912,498,0,0,1,0,0,1,0,0,0,1,0,1,1,1
611,9.1,4471,2018,0,0,1,0,0,1,1,0,0,1,0,1,1,1
612,8.0,2738,578,0,0,0,0,0,1,1,0,1,0,0,0,0,1
613,8.0,99,28,0,1,0,0,0,0,0,0,1,0,0,0,1,1
614,7.9,53,167,0,1,0,0,0,0,0,0,1,0,0,0,1,1
615,8.7,1155,348,0,1,0,0,0,1,1,0,1,1,0,0,1,1
616,8.8,2457,690,0,1,0,0,0,1,0,0,0,1,1,1,1,1
617,8.0,1429,361,0,1,0,0,0,0,0,0,1,0,0,0,1,1
618,9.1,317,70,0,1,0,0,0,0,0,0,1,0,0,0,0,0
619,8.0,591,449,0,1,0,0,0,1,0,0,0,1,0,1,0,1
622,8.8,79,791,0,0,1,0,0,0,0,0,0,1,1,1,1,1
623,8.9,513,347,0,1,0,0,0,1,0,0,0,1,0,1,0,1
625,8.5,2312,618,1,0,1,0,0,1,1,0,0,1,0,1,1,1
626,8.1,1374,349,0,0,1,0,0,1,1,0,0,0,0,0,1,1
627,8.7,3686,540,0,0,1,0,0,1,1,0,0,1,0,1,0,1
629,7.9,561,578,1,0,0,0,0,0,0,0,0,1,0,1,0,1
631,8.1,1598,759,0,0,0,0,0,1,1,0,1,1,0,0,0,1
632,8.5,143,419,0,0,1,0,0,0,0,0,0,1,0,0,1,1
633,8.0,375,141,0,0,0,0,0,0,0,0,1,1,0,1,0,1
634,8.7,1558,842,1,0,0,0,0,0,1,0,0,1,0,1,0,1
635,8.5,1143,1189,0,0,1,0,0,0,0,0,0,1,0,1,0,1
636,8.5,1543,156,0,0,0,0,0,0,0,0,1,1,0,1,1,1
637,8.9,385,323,0,0,0,0,0,1,0,0,1,0,0,1,0,1
638,9.0,616,774,0,1,0,0,0,0,0,0,0,1,0,0,1,1
639,7.8,97,210,0,0,1,0,0,0,0,0,0,1,0,0,1,0
640,8.7,745,321,0,1,0,0,0,1,1,0,1,1,0,0,1,1
641,8.2,710,155,0,1,0,0,0,0,0,0,1,1,0,1,1,1
642,8.3,146,187,0,0,1,0,0,0,0,0,0,1,0,1,0,1
643,7.8,1252,265,1,0,0,0,0,1,1,0,0,1,0,1,1,1
645,9.1,7032,1341,0,1,0,0,0,0,0,0,0,1,0,1,0,1
646,7.9,2893,879,0,0,1,0,0,0,0,0,0,1,1,1,1,1
647,8.0,427,252,1,0,0,0,0,0,0,0,0,1,0,1,1,1
649,8.7,2273,656,0,1,0,0,0,0,0,0,1,1,0,0,1,1
650,8.1,614,572,0,0,1,0,0,1,0,0,0,0,0,1,0,1
652,8.1,2187,715,0,0,1,0,0,1,0,0,0,1,1,1,0,1
653,8.1,569,1607,0,0,1,0,0,1,0,0,0,1,0,1,1,0
654,9.0,4540,1022,1,0,0,0,0,1,0,0,0,1,0,1,0,1
655,9.0,199,434,0,1,0,0,0,1,0,0,0,1,0,0,1,0
658,7.6,69,115,0,0,1,0,0,0,0,0,0,1,0,0,1,0
660,7.3,42,106,0,1,0,0,0,0,0,0,1,0,0,0,1,1
662,8.9,2532,540,0,0,1,0,0,1,1,0,0,0,0,1,0,2
663,7.6,462,184,1,0,0,0,0,1,0,0,0,1,0,1,0,1
664,7.7,2462,180,1,0,1,0,0,1,1,0,0,1,0,1,0,0
665,8.5,2383,594,0,0,0,0,0,1,0,0,1,1,0,0,0,1
666,7.8,538,138,0,0,0,0,0,1,1,0,1,1,0,0,0,1
667,8.0,137,1243,0,0,0,0,0,0,0,0,1,0,0,1,0,1
668,8.6,273,486,0,0,1,0,0,0,0,0,0,0,0,0,1,1
669,8.5,250,403,1,0,0,0,0,0,0,0,0,1,0,0,0,1
671,8.0,129,407,0,0,0,0,0,0,0,0,1,1,0,1,1,1
672,8.2,224,457,0,0,1,0,0,1,1,0,0,1,1,1,1,1
673,7.9,851,414,0,0,1,0,0,0,0,0,0,1,0,1,1,1
674,8.3,1011,368,0,0,1,0,0,1,0,0,0,1,1,1,1,0
675,8.5,581,171,0,0,1,0,0,0,0,0,0,1,0,0,1,1
676,7.5,5,820,0,0,0,0,0,0,0,0,1,0,0,0,0,1
677,7.5,2122,257,1,0,0,0,0,1,0,0,0,1,0,1,0,1
678,7.8,596,339,0,1,0,0,0,1,1,0,1,0,0,0,1,1
679,7.5,132,248,0,0,1,0,0,1,1,0,1,0,0,0,0,1
681,8.3,2122,749,1,0,1,0,0,1,1,0,0,1,0,1,1,1
682,8.7,1189,487,0,0,1,0,0,1,1,0,0,1,0,1,1,0
683,8.5,4418,889,0,0,1,0,0,1,1,0,0,1,0,1,1,1
684,8.4,981,1377,0,0,0,0,0,1,1,0,1,1,0,1,0,1
685,8.2,4,36,0,0,1,0,0,0,0,0,0,1,0,0,1,1
686,8.6,410,555,0,1,0,0,0,1,1,0,0,1,0,1,1,1
688,8.2,578,516,1,0,0,0,0,0,0,0,0,1,0,1,1,1
689,6.8,9,448,0,0,1,0,0,0,0,0,0,1,1,0,1,1
690,8.9,531,618,0,0,1,0,0,1,1,0,0,1,0,0,1,0
691,7.1,1366,462,0,1,0,0,0,0,0,0,1,1,0,0,1,1
692,8.2,1099,705,0,1,0,0,0,1,1,0,0,1,0,1,0,1
693,8.3,197,209,0,1,0,0,0,1,1,0,0,1,0,1,1,0
694,7.7,3174,201,1,0,0,0,0,0,0,0,0,1,0,1,1,1
696,7.8,2128,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1
697,9.1,477,1460,0,0,1,0,0,1,0,0,0,1,1,1,1,1
698,8.0,2369,459,0,0,1,0,0,1,1,0,0,0,0,0,0,1
699,8.5,4691,952,0,0,0,0,0,0,0,0,1,1,0,1,0,1
700,7.9,402,676,0,0,0,0,0,1,1,0,1,1,0,1,0,0
701,8.6,65,224,0,1,0,0,0,0,0,0,0,1,0,0,1,1
702,8.3,1347,553,0,0,1,0,0,1,1,0,0,1,0,1,0,1
704,8.6,6886,1477,0,0,0,0,0,1,0,0,1,0,0,1,0,1
705,8.2,36,1675,0,0,1,0,0,0,1,0,0,1,1,1,0,1
706,8.9,2722,1198,0,0,0,0,0,1,0,0,1,0,0,0,0,1
707,8.5,2162,1164,0,0,1,0,0,1,1,0,0,1,0,1,0,2
708,7.8,220,126,0,1,0,0,0,0,0,0,0,1,0,0,1,0
710,8.5,939,561,0,0,1,0,0,0,0,0,0,1,0,1,1,1
711,8.6,757,437,0,0,1,0,0,1,1,0,0,1,1,1,1,1
712,8.1,137,144,0,1,1,0,0,0,0,0,1,1,0,0,1,1
713,7.9,447,502,0,1,0,0,0,1,0,0,0,1,0,1,1,0
714,8.0,1256,436,0,0,0,0,0,1,0,0,1,0,1,0,0,1
715,8.0,1527,885,1,0,0,0,0,1,1,0,0,1,0,1,1,1
716,8.4,1715,1174,1,0,0,0,0,1,1,0,0,1,0,0,1,1
717,7.8,884,454,1,0,1,0,0,0,0,0,0,1,0,1,1,1
718,8.2,2018,272,0,1,0,0,0,1,1,0,1,1,0,0,1,1
719,7.6,3285,253,1,0,0,0,0,1,1,0,0,1,0,1,0,1
720,8.5,1286,128,0,0,1,0,0,0,0,0,0,1,0,0,1,1
721,8.0,785,394,0,0,1,0,0,0,0,0,0,0,0,0,1,1
722,8.8,139,317,0,1,0,0,0,0,0,0,0,1,0,0,0,1
725,8.2,195,1104,1,0,0,0,0,1,1,0,0,1,0,1,1,1
726,8.1,419,178,0,0,1,0,0,1,1,0,0,0,0,0,1,0
727,8.4,96,1135,0,0,1,0,0,0,0,0,0,1,1,1,0,1
730,8.9,1433,449,0,1,0,0,0,0,0,0,0,1,0,1,1,0
731,7.6,103,177,0,0,1,0,0,0,0,0,0,0,0,0,0,1
732,7.9,644,524,0,0,1,0,0,1,0,0,0,1,0,1,1,1
734,7.8,2448,357,0,0,1,0,0,1,0,0,0,1,0,1,0,1
735,9.2,4743,1525,0,0,1,0,0,1,1,0,0,1,1,1,0,1
736,8.7,1172,565,0,1,0,0,0,1,1,0,1,0,0,0,0,0
737,7.4,48,657,0,0,1,0,0,1,1,0,0,1,1,1,1,1
739,8.2,640,303,1,0,0,0,0,0,0,0,0,1,0,0,0,1
740,8.3,966,299,0,1,0,0,0,1,1,0,1,0,0,0,1,1
742,8.1,2593,726,0,0,1,0,0,1,0,0,0,1,1,1,1,1
743,9.0,237,1819,0,1,0,0,0,1,1,0,1,1,0,1,1,1
744,8.6,4507,1841,0,0,0,0,0,1,1,0,0,1,1,1,0,1
745,7.8,865,442,0,0,0,0,0,1,1,0,1,1,0,0,1,1
746,7.9,189,862,0,0,1,0,0,0,0,0,0,1,0,1,1,1
747,7.6,444,167,0,1,0,0,0,0,0,0,0,1,0,1,1,0
748,7.8,357,129,0,0,1,0,0,1,1,0,0,1,0,1,1,0
749,7.4,571,183,0,1,0,0,0,0,0,0,1,1,0,1,1,1
750,8.4,258,286,0,0,0,0,0,1,1,0,0,1,1,1,1,1
751,8.3,714,259,1,0,0,0,0,1,0,0,0,1,0,1,0,1
752,8.7,56,204,0,0,1,0,0,0,0,0,0,1,0,1,1,1
753,6.9,20,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1
